Member_number,Date,itemDescription,year,month,day,day_of_week,first,second,third,fourth,Item
3001,14-11-2015,sausage,2015,11,14,5,sausage,,,,
4078,18-04-2015,berries,2015,4,18,5,berries,,,,
3244,20-11-2015,sausage,2015,11,20,4,sausage,,,,
3544,03-10-2015,whole milk,2015,10,3,5,whole,milk,,,wholemilk
2760,14-04-2015,other vegetables,2015,4,14,1,other,vegetables,,,othervegetables
4643,12-02-2015,sausage,2015,2,12,3,sausage,,,,
3601,20-12-2015,rolls/buns,2015,12,20,6,rolls/buns,,,,
2275,08-02-2015,yogurt,2015,2,8,6,yogurt,,,,
3082,04-10-2015,root vegetables,2015,10,4,6,root,vegetables,,,rootvegetables
4273,22-01-2015,rolls/buns,2015,1,22,3,rolls/buns,,,,
1951,22-10-2015,herbs,2015,10,22,3,herbs,,,,
3589,31-01-2015,other vegetables,2015,1,31,5,other,vegetables,,,othervegetables
2404,15-10-2015,pip fruit,2015,10,15,3,pip,fruit,,,pipfruit
3619,04-07-2015,pork,2015,7,4,5,pork,,,,
4733,03-09-2015,soda,2015,9,3,3,soda,,,,
4868,05-02-2015,onions,2015,2,5,3,onions,,,,
3410,07-03-2015,other vegetables,2015,3,7,5,other,vegetables,,,othervegetables
4937,14-02-2015,hamburger meat,2015,2,14,5,hamburger,meat,,,hamburgermeat
2979,08-09-2015,rum,2015,9,8,1,rum,,,,
2278,08-10-2015,shopping bags,2015,10,8,3,shopping,bags,,,shoppingbags
4512,11-08-2015,other vegetables,2015,8,11,1,other,vegetables,,,othervegetables
1940,18-11-2015,beef,2015,11,18,2,beef,,,,
1867,29-03-2015,root vegetables,2015,3,29,6,root,vegetables,,,rootvegetables
1888,21-05-2015,frankfurter,2015,5,21,3,frankfurter,,,,
2073,18-06-2015,frankfurter,2015,6,18,3,frankfurter,,,,
4023,21-01-2015,ice cream,2015,1,21,2,ice,cream,,,icecream
4416,29-10-2015,pastry,2015,10,29,3,pastry,,,,
4210,08-07-2015,chicken,2015,7,8,2,chicken,,,,
1520,26-02-2015,baking powder,2015,2,26,3,baking,powder,,,bakingpowder
1890,20-04-2015,berries,2015,4,20,0,berries,,,,
3079,30-01-2015,pet care,2015,1,30,4,pet,care,,,petcare
1772,11-02-2015,misc. beverages,2015,2,11,2,misc.,beverages,,,misc.beverages
1361,07-12-2015,sausage,2015,12,7,0,sausage,,,,
4073,13-02-2015,whipped/sour cream,2015,2,13,4,whipped/sour,cream,,,whipped/sourcream
2128,24-04-2015,rolls/buns,2015,4,24,4,rolls/buns,,,,
1882,25-09-2015,fish,2015,9,25,4,fish,,,,
4895,06-01-2015,tropical fruit,2015,1,6,1,tropical,fruit,,,tropicalfruit
1431,03-05-2015,other vegetables,2015,5,3,6,other,vegetables,,,othervegetables
2159,17-07-2015,ham,2015,7,17,4,ham,,,,
2666,14-12-2015,meat,2015,12,14,0,meat,,,,
2986,19-05-2015,margarine,2015,5,19,1,margarine,,,,
3491,26-10-2015,sausage,2015,10,26,0,sausage,,,,
3844,14-08-2015,citrus fruit,2015,8,14,4,citrus,fruit,,,citrusfruit
4002,30-04-2015,sausage,2015,4,30,3,sausage,,,,
3963,26-01-2015,sausage,2015,1,26,0,sausage,,,,
2997,08-03-2015,other vegetables,2015,3,8,6,other,vegetables,,,othervegetables
4122,06-05-2015,meat,2015,5,6,2,meat,,,,
4326,04-11-2015,soda,2015,11,4,2,soda,,,,
4331,09-10-2015,sausage,2015,10,9,4,sausage,,,,
4199,29-12-2015,pip fruit,2015,12,29,1,pip,fruit,,,pipfruit
1910,25-09-2015,tropical fruit,2015,9,25,4,tropical,fruit,,,tropicalfruit
2713,18-08-2015,other vegetables,2015,8,18,1,other,vegetables,,,othervegetables
4535,12-05-2015,pastry,2015,5,12,1,pastry,,,,
1529,17-06-2015,frankfurter,2015,6,17,2,frankfurter,,,,
4361,18-02-2015,domestic eggs,2015,2,18,2,domestic,eggs,,,domesticeggs
1208,21-08-2015,rolls/buns,2015,8,21,4,rolls/buns,,,,
1789,22-10-2015,citrus fruit,2015,10,22,3,citrus,fruit,,,citrusfruit
4592,08-07-2015,domestic eggs,2015,7,8,2,domestic,eggs,,,domesticeggs
2141,03-08-2015,citrus fruit,2015,8,3,0,citrus,fruit,,,citrusfruit
1425,24-09-2015,citrus fruit,2015,9,24,3,citrus,fruit,,,citrusfruit
3264,13-01-2015,sausage,2015,1,13,1,sausage,,,,
4575,12-10-2015,ice cream,2015,10,12,0,ice,cream,,,icecream
1042,22-05-2015,citrus fruit,2015,5,22,4,citrus,fruit,,,citrusfruit
4624,18-05-2015,pip fruit,2015,5,18,0,pip,fruit,,,pipfruit
1692,05-08-2015,citrus fruit,2015,8,5,2,citrus,fruit,,,citrusfruit
4861,28-03-2015,brown bread,2015,3,28,5,brown,bread,,,brownbread
1409,28-07-2015,sausage,2015,7,28,1,sausage,,,,
4403,05-08-2015,canned beer,2015,8,5,2,canned,beer,,,cannedbeer
1000,25-11-2015,sausage,2015,11,25,2,sausage,,,,
2359,28-08-2015,canned beer,2015,8,28,4,canned,beer,,,cannedbeer
1613,08-08-2015,soda,2015,8,8,5,soda,,,,
2632,17-08-2015,citrus fruit,2015,8,17,0,citrus,fruit,,,citrusfruit
3974,19-06-2015,sausage,2015,6,19,4,sausage,,,,
1742,27-11-2015,other vegetables,2015,11,27,4,other,vegetables,,,othervegetables
3281,25-10-2015,beef,2015,10,25,6,beef,,,,
2610,21-10-2015,meat,2015,10,21,2,meat,,,,
3209,25-01-2015,canned beer,2015,1,25,6,canned,beer,,,cannedbeer
1032,13-07-2015,ice cream,2015,7,13,0,ice,cream,,,icecream
2257,15-05-2015,soda,2015,5,15,4,soda,,,,
4500,06-08-2015,whole milk,2015,8,6,3,whole,milk,,,wholemilk
2134,27-08-2015,pastry,2015,8,27,3,pastry,,,,
4542,18-01-2015,whipped/sour cream,2015,1,18,6,whipped/sour,cream,,,whipped/sourcream
1921,23-02-2015,chocolate,2015,2,23,0,chocolate,,,,
3363,29-12-2015,pork,2015,12,29,1,pork,,,,
3220,11-07-2015,rolls/buns,2015,7,11,5,rolls/buns,,,,
2547,04-06-2015,frankfurter,2015,6,4,3,frankfurter,,,,
3675,08-03-2015,salty snack,2015,3,8,6,salty,snack,,,saltysnack
3410,30-08-2015,photo/film,2015,8,30,6,photo/film,,,,
3721,07-04-2015,photo/film,2015,4,7,1,photo/film,,,,
2204,27-09-2015,soda,2015,9,27,6,soda,,,,
2251,27-02-2015,bottled beer,2015,2,27,4,bottled,beer,,,bottledbeer
4706,08-07-2015,frozen meals,2015,7,8,2,frozen,meals,,,frozenmeals
1762,21-01-2015,citrus fruit,2015,1,21,2,citrus,fruit,,,citrusfruit
2996,01-08-2015,domestic eggs,2015,8,1,5,domestic,eggs,,,domesticeggs
3727,19-05-2015,tropical fruit,2015,5,19,1,tropical,fruit,,,tropicalfruit
4230,25-06-2015,seasonal products,2015,6,25,3,seasonal,products,,,seasonalproducts
2089,16-10-2015,grapes,2015,10,16,4,grapes,,,,
1452,21-05-2015,shopping bags,2015,5,21,3,shopping,bags,,,shoppingbags
4176,05-05-2015,semi-finished bread,2015,5,5,1,semi-finished,bread,,,semi-finishedbread
2484,08-12-2015,tropical fruit,2015,12,8,1,tropical,fruit,,,tropicalfruit
3590,30-05-2015,seasonal products,2015,5,30,5,seasonal,products,,,seasonalproducts
1015,22-03-2015,salty snack,2015,3,22,6,salty,snack,,,saltysnack
4942,29-01-2015,citrus fruit,2015,1,29,3,citrus,fruit,,,citrusfruit
2038,17-05-2015,rolls/buns,2015,5,17,6,rolls/buns,,,,
4024,03-11-2015,ice cream,2015,11,3,1,ice,cream,,,icecream
4089,10-04-2015,sausage,2015,4,10,4,sausage,,,,
2287,23-09-2015,yogurt,2015,9,23,2,yogurt,,,,
1946,12-08-2015,pastry,2015,8,12,2,pastry,,,,
4899,13-03-2015,hamburger meat,2015,3,13,4,hamburger,meat,,,hamburgermeat
4656,11-01-2015,onions,2015,1,11,6,onions,,,,
1340,18-11-2015,whipped/sour cream,2015,11,18,2,whipped/sour,cream,,,whipped/sourcream
3800,02-08-2015,newspapers,2015,8,2,6,newspapers,,,,
4883,16-01-2015,other vegetables,2015,1,16,4,other,vegetables,,,othervegetables
4752,18-05-2015,liver loaf,2015,5,18,0,liver,loaf,,,liverloaf
4120,13-03-2015,rolls/buns,2015,3,13,4,rolls/buns,,,,
1776,20-03-2015,fish,2015,3,20,4,fish,,,,
4445,15-04-2015,canned beer,2015,4,15,2,canned,beer,,,cannedbeer
1515,11-06-2015,bottled beer,2015,6,11,3,bottled,beer,,,bottledbeer
4470,23-06-2015,frozen meals,2015,6,23,1,frozen,meals,,,frozenmeals
2551,06-06-2015,pot plants,2015,6,6,5,pot,plants,,,potplants
2062,09-03-2015,pork,2015,3,9,0,pork,,,,
4407,19-02-2015,berries,2015,2,19,3,berries,,,,
1479,15-05-2015,sausage,2015,5,15,4,sausage,,,,
1049,08-04-2015,white bread,2015,4,8,2,white,bread,,,whitebread
3062,22-03-2015,shopping bags,2015,3,22,6,shopping,bags,,,shoppingbags
3328,15-10-2015,cream cheese ,2015,10,15,3,cream,cheese,,,creamcheese
2269,20-09-2015,berries,2015,9,20,6,berries,,,,
2195,07-10-2015,tropical fruit,2015,10,7,2,tropical,fruit,,,tropicalfruit
4757,01-12-2015,frozen meals,2015,12,1,1,frozen,meals,,,frozenmeals
4883,16-05-2015,ice cream,2015,5,16,5,ice,cream,,,icecream
1846,09-11-2015,frankfurter,2015,11,9,0,frankfurter,,,,
4439,21-08-2015,rolls/buns,2015,8,21,4,rolls/buns,,,,
2102,25-01-2015,fruit/vegetable juice,2015,1,25,6,fruit/vegetable,juice,,,fruit/vegetablejuice
3333,22-02-2015,beverages,2015,2,22,6,beverages,,,,
4486,11-06-2015,berries,2015,6,11,3,berries,,,,
3010,14-08-2015,fruit/vegetable juice,2015,8,14,4,fruit/vegetable,juice,,,fruit/vegetablejuice
1206,01-02-2015,sausage,2015,2,1,6,sausage,,,,
2220,01-07-2015,tropical fruit,2015,7,1,2,tropical,fruit,,,tropicalfruit
1989,09-09-2015,soda,2015,9,9,2,soda,,,,
3635,19-06-2015,finished products,2015,6,19,4,finished,products,,,finishedproducts
1275,04-11-2015,salt,2015,11,4,2,salt,,,,
3433,22-08-2015,berries,2015,8,22,5,berries,,,,
1426,07-08-2015,potato products,2015,8,7,4,potato,products,,,potatoproducts
1110,09-09-2015,ham,2015,9,9,2,ham,,,,
4163,23-04-2015,specialty chocolate,2015,4,23,3,specialty,chocolate,,,specialtychocolate
4809,28-09-2015,whole milk,2015,9,28,0,whole,milk,,,wholemilk
3559,07-02-2015,pastry,2015,2,7,5,pastry,,,,
3385,28-06-2015,frankfurter,2015,6,28,6,frankfurter,,,,
4523,27-02-2015,grapes,2015,2,27,4,grapes,,,,
4335,01-05-2015,pot plants,2015,5,1,4,pot,plants,,,potplants
1900,01-08-2015,other vegetables,2015,8,1,5,other,vegetables,,,othervegetables
1859,28-05-2015,root vegetables,2015,5,28,3,root,vegetables,,,rootvegetables
3139,17-02-2015,soda,2015,2,17,1,soda,,,,
1614,02-03-2015,bottled beer,2015,3,2,0,bottled,beer,,,bottledbeer
4694,07-07-2015,rolls/buns,2015,7,7,1,rolls/buns,,,,
4257,18-08-2015,grapes,2015,8,18,1,grapes,,,,
1604,11-11-2015,tropical fruit,2015,11,11,2,tropical,fruit,,,tropicalfruit
4857,28-07-2015,citrus fruit,2015,7,28,1,citrus,fruit,,,citrusfruit
2017,23-10-2015,chicken,2015,10,23,4,chicken,,,,
3239,27-11-2015,citrus fruit,2015,11,27,4,citrus,fruit,,,citrusfruit
4194,05-11-2015,cleaner,2015,11,5,3,cleaner,,,,
1014,01-04-2015,canned beer,2015,4,1,2,canned,beer,,,cannedbeer
3651,07-04-2015,misc. beverages,2015,4,7,1,misc.,beverages,,,misc.beverages
1591,20-03-2015,soap,2015,3,20,4,soap,,,,
1572,14-07-2015,specialty chocolate,2015,7,14,1,specialty,chocolate,,,specialtychocolate
2255,18-12-2015,pip fruit,2015,12,18,4,pip,fruit,,,pipfruit
1793,22-10-2015,other vegetables,2015,10,22,3,other,vegetables,,,othervegetables
3256,30-07-2015,pork,2015,7,30,3,pork,,,,
3176,02-05-2015,pork,2015,5,2,5,pork,,,,
2790,10-11-2015,cereals,2015,11,10,1,cereals,,,,
3581,04-12-2015,tropical fruit,2015,12,4,4,tropical,fruit,,,tropicalfruit
1190,27-10-2015,sparkling wine,2015,10,27,1,sparkling,wine,,,sparklingwine
4960,15-08-2015,other vegetables,2015,8,15,5,other,vegetables,,,othervegetables
1697,17-11-2015,dish cleaner,2015,11,17,1,dish,cleaner,,,dishcleaner
1208,16-12-2015,tropical fruit,2015,12,16,2,tropical,fruit,,,tropicalfruit
1148,14-01-2015,pork,2015,1,14,2,pork,,,,
1763,27-12-2015,pork,2015,12,27,6,pork,,,,
4526,21-08-2015,frankfurter,2015,8,21,4,frankfurter,,,,
4447,05-01-2015,rolls/buns,2015,1,5,0,rolls/buns,,,,
3521,17-07-2015,yogurt,2015,7,17,4,yogurt,,,,
2969,12-08-2015,packaged fruit/vegetables,2015,8,12,2,packaged,fruit/vegetables,,,packagedfruit/vegetables
2790,10-11-2015,sausage,2015,11,10,1,sausage,,,,
4328,29-08-2015,tropical fruit,2015,8,29,5,tropical,fruit,,,tropicalfruit
3484,22-09-2015,cream cheese ,2015,9,22,1,cream,cheese,,,creamcheese
2467,10-07-2015,curd,2015,7,10,4,curd,,,,
4722,16-12-2015,whole milk,2015,12,16,2,whole,milk,,,wholemilk
1490,10-04-2015,whole milk,2015,4,10,4,whole,milk,,,wholemilk
4655,08-02-2015,other vegetables,2015,2,8,6,other,vegetables,,,othervegetables
2842,29-07-2015,sausage,2015,7,29,2,sausage,,,,
1796,11-03-2015,butter,2015,3,11,2,butter,,,,
4426,18-05-2015,tropical fruit,2015,5,18,0,tropical,fruit,,,tropicalfruit
2656,02-02-2015,hamburger meat,2015,2,2,0,hamburger,meat,,,hamburgermeat
4440,04-11-2015,chicken,2015,11,4,2,chicken,,,,
3682,08-06-2015,cooking chocolate,2015,6,8,0,cooking,chocolate,,,cookingchocolate
2897,27-01-2015,zwieback,2015,1,27,1,zwieback,,,,
3316,01-07-2015,cream cheese ,2015,7,1,2,cream,cheese,,,creamcheese
1494,26-03-2015,sausage,2015,3,26,3,sausage,,,,
4427,31-01-2015,zwieback,2015,1,31,5,zwieback,,,,
1322,16-09-2015,waffles,2015,9,16,2,waffles,,,,
3354,11-09-2015,yogurt,2015,9,11,4,yogurt,,,,
2169,20-09-2015,meat,2015,9,20,6,meat,,,,
2140,30-12-2015,sausage,2015,12,30,2,sausage,,,,
1921,11-11-2015,turkey,2015,11,11,2,turkey,,,,
2101,04-10-2015,citrus fruit,2015,10,4,6,citrus,fruit,,,citrusfruit
3204,25-02-2015,berries,2015,2,25,2,berries,,,,
3544,04-04-2015,canned beer,2015,4,4,5,canned,beer,,,cannedbeer
3659,28-04-2015,whole milk,2015,4,28,1,whole,milk,,,wholemilk
2233,04-10-2015,whole milk,2015,10,4,6,whole,milk,,,wholemilk
1832,23-04-2015,berries,2015,4,23,3,berries,,,,
3133,25-12-2015,hamburger meat,2015,12,25,4,hamburger,meat,,,hamburgermeat
3438,25-07-2015,liquor,2015,7,25,5,liquor,,,,
3294,04-05-2015,chocolate,2015,5,4,0,chocolate,,,,
1035,23-05-2015,sausage,2015,5,23,5,sausage,,,,
4067,16-10-2015,domestic eggs,2015,10,16,4,domestic,eggs,,,domesticeggs
1710,12-05-2015,chicken,2015,5,12,1,chicken,,,,
4781,25-01-2015,sausage,2015,1,25,6,sausage,,,,
1768,18-04-2015,butter milk,2015,4,18,5,butter,milk,,,buttermilk
3907,24-06-2015,ham,2015,6,24,2,ham,,,,
4885,16-10-2015,whole milk,2015,10,16,4,whole,milk,,,wholemilk
4584,12-02-2015,beef,2015,2,12,3,beef,,,,
3728,06-12-2015,specialty bar,2015,12,6,6,specialty,bar,,,specialtybar
1875,29-07-2015,coffee,2015,7,29,2,coffee,,,,
1881,15-10-2015,beverages,2015,10,15,3,beverages,,,,
2997,02-10-2015,fish,2015,10,2,4,fish,,,,
4190,23-09-2015,pip fruit,2015,9,23,2,pip,fruit,,,pipfruit
3283,07-02-2015,coffee,2015,2,7,5,coffee,,,,
1903,03-10-2015,canned beer,2015,10,3,5,canned,beer,,,cannedbeer
4949,18-08-2015,frozen fish,2015,8,18,1,frozen,fish,,,frozenfish
2460,18-12-2015,whole milk,2015,12,18,4,whole,milk,,,wholemilk
4726,03-01-2015,whole milk,2015,1,3,5,whole,milk,,,wholemilk
3066,12-06-2015,pastry,2015,6,12,4,pastry,,,,
1239,22-03-2015,sausage,2015,3,22,6,sausage,,,,
3495,17-06-2015,beef,2015,6,17,2,beef,,,,
1848,20-06-2015,frankfurter,2015,6,20,5,frankfurter,,,,
2705,16-11-2015,meat,2015,11,16,0,meat,,,,
3042,27-12-2015,whole milk,2015,12,27,6,whole,milk,,,wholemilk
3088,30-04-2015,canned beer,2015,4,30,3,canned,beer,,,cannedbeer
3728,15-03-2015,rolls/buns,2015,3,15,6,rolls/buns,,,,
4634,26-02-2015,pip fruit,2015,2,26,3,pip,fruit,,,pipfruit
3542,16-06-2015,whole milk,2015,6,16,1,whole,milk,,,wholemilk
1666,15-04-2015,sausage,2015,4,15,2,sausage,,,,
3617,17-04-2015,beef,2015,4,17,4,beef,,,,
3209,25-12-2015,pastry,2015,12,25,4,pastry,,,,
2284,03-11-2015,frankfurter,2015,11,3,1,frankfurter,,,,
2716,23-09-2015,yogurt,2015,9,23,2,yogurt,,,,
1499,11-09-2015,cat food,2015,9,11,4,cat,food,,,catfood
4695,10-03-2015,pet care,2015,3,10,1,pet,care,,,petcare
3597,13-12-2015,ham,2015,12,13,6,ham,,,,
2408,09-09-2015,sausage,2015,9,9,2,sausage,,,,
2413,25-10-2015,tropical fruit,2015,10,25,6,tropical,fruit,,,tropicalfruit
3664,30-05-2015,whole milk,2015,5,30,5,whole,milk,,,wholemilk
4483,15-08-2015,canned vegetables,2015,8,15,5,canned,vegetables,,,cannedvegetables
1265,10-03-2015,pork,2015,3,10,1,pork,,,,
2235,13-09-2015,pip fruit,2015,9,13,6,pip,fruit,,,pipfruit
1730,25-12-2015,sausage,2015,12,25,4,sausage,,,,
4920,21-02-2015,pork,2015,2,21,5,pork,,,,
4555,07-09-2015,citrus fruit,2015,9,7,0,citrus,fruit,,,citrusfruit
2069,16-03-2015,citrus fruit,2015,3,16,0,citrus,fruit,,,citrusfruit
2954,06-05-2015,sausage,2015,5,6,2,sausage,,,,
4893,03-01-2015,berries,2015,1,3,5,berries,,,,
1961,15-12-2015,brown bread,2015,12,15,1,brown,bread,,,brownbread
1165,29-12-2015,curd,2015,12,29,1,curd,,,,
2489,22-12-2015,whipped/sour cream,2015,12,22,1,whipped/sour,cream,,,whipped/sourcream
1383,23-02-2015,pip fruit,2015,2,23,0,pip,fruit,,,pipfruit
4812,17-03-2015,sausage,2015,3,17,1,sausage,,,,
1235,29-05-2015,shopping bags,2015,5,29,4,shopping,bags,,,shoppingbags
4313,23-06-2015,citrus fruit,2015,6,23,1,citrus,fruit,,,citrusfruit
4044,12-01-2015,frankfurter,2015,1,12,0,frankfurter,,,,
2926,29-10-2015,oil,2015,10,29,3,oil,,,,
2764,25-02-2015,beverages,2015,2,25,2,beverages,,,,
4340,26-01-2015,soda,2015,1,26,0,soda,,,,
2106,28-08-2015,whole milk,2015,8,28,4,whole,milk,,,wholemilk
1083,02-06-2015,pork,2015,6,2,1,pork,,,,
2043,03-07-2015,bottled water,2015,7,3,4,bottled,water,,,bottledwater
4196,11-07-2015,brown bread,2015,7,11,5,brown,bread,,,brownbread
3844,17-09-2015,whole milk,2015,9,17,3,whole,milk,,,wholemilk
2248,17-03-2015,rolls/buns,2015,3,17,1,rolls/buns,,,,
3280,13-07-2015,whole milk,2015,7,13,0,whole,milk,,,wholemilk
1678,08-01-2015,ham,2015,1,8,3,ham,,,,
4567,08-04-2015,frankfurter,2015,4,8,2,frankfurter,,,,
1614,21-10-2015,specialty cheese,2015,10,21,2,specialty,cheese,,,specialtycheese
4251,17-01-2015,pork,2015,1,17,5,pork,,,,
4064,17-09-2015,citrus fruit,2015,9,17,3,citrus,fruit,,,citrusfruit
4629,24-02-2015,canned vegetables,2015,2,24,1,canned,vegetables,,,cannedvegetables
4249,12-04-2015,sausage,2015,4,12,6,sausage,,,,
2798,22-08-2015,frankfurter,2015,8,22,5,frankfurter,,,,
4944,09-06-2015,domestic eggs,2015,6,9,1,domestic,eggs,,,domesticeggs
4495,16-12-2015,sausage,2015,12,16,2,sausage,,,,
4524,05-02-2015,spread cheese,2015,2,5,3,spread,cheese,,,spreadcheese
2941,26-09-2015,other vegetables,2015,9,26,5,other,vegetables,,,othervegetables
2862,08-08-2015,misc. beverages,2015,8,8,5,misc.,beverages,,,misc.beverages
3248,19-06-2015,citrus fruit,2015,6,19,4,citrus,fruit,,,citrusfruit
1001,14-04-2015,beef,2015,4,14,1,beef,,,,
2104,20-10-2015,yogurt,2015,10,20,1,yogurt,,,,
2083,19-06-2015,sausage,2015,6,19,4,sausage,,,,
1932,27-06-2015,chocolate,2015,6,27,5,chocolate,,,,
3760,11-03-2015,other vegetables,2015,3,11,2,other,vegetables,,,othervegetables
2894,14-03-2015,butter,2015,3,14,5,butter,,,,
3590,01-09-2015,tropical fruit,2015,9,1,1,tropical,fruit,,,tropicalfruit
4616,14-02-2015,other vegetables,2015,2,14,5,other,vegetables,,,othervegetables
2527,20-01-2015,canned beer,2015,1,20,1,canned,beer,,,cannedbeer
2327,07-06-2015,chicken,2015,6,7,6,chicken,,,,
4091,25-02-2015,sausage,2015,2,25,2,sausage,,,,
4735,04-01-2015,curd,2015,1,4,6,curd,,,,
4195,05-04-2015,salty snack,2015,4,5,6,salty,snack,,,saltysnack
1017,16-05-2015,other vegetables,2015,5,16,5,other,vegetables,,,othervegetables
4115,22-05-2015,citrus fruit,2015,5,22,4,citrus,fruit,,,citrusfruit
1339,05-05-2015,sausage,2015,5,5,1,sausage,,,,
4037,29-12-2015,citrus fruit,2015,12,29,1,citrus,fruit,,,citrusfruit
2789,06-01-2015,tropical fruit,2015,1,6,1,tropical,fruit,,,tropicalfruit
1620,20-08-2015,chicken,2015,8,20,3,chicken,,,,
4656,27-01-2015,white wine,2015,1,27,1,white,wine,,,whitewine
4795,30-07-2015,sausage,2015,7,30,3,sausage,,,,
3843,09-04-2015,sausage,2015,4,9,3,sausage,,,,
4710,20-04-2015,cat food,2015,4,20,0,cat,food,,,catfood
1090,10-04-2015,beef,2015,4,10,4,beef,,,,
1539,04-07-2015,frankfurter,2015,7,4,5,frankfurter,,,,
2114,24-05-2015,frankfurter,2015,5,24,6,frankfurter,,,,
4236,13-10-2015,tropical fruit,2015,10,13,1,tropical,fruit,,,tropicalfruit
4727,10-06-2015,bottled water,2015,6,10,2,bottled,water,,,bottledwater
1967,23-06-2015,whole milk,2015,6,23,1,whole,milk,,,wholemilk
1584,31-01-2015,pet care,2015,1,31,5,pet,care,,,petcare
4883,28-08-2015,ham,2015,8,28,4,ham,,,,
4039,19-01-2015,pip fruit,2015,1,19,0,pip,fruit,,,pipfruit
3927,12-09-2015,bottled water,2015,9,12,5,bottled,water,,,bottledwater
3594,09-11-2015,tropical fruit,2015,11,9,0,tropical,fruit,,,tropicalfruit
4129,11-07-2015,citrus fruit,2015,7,11,5,citrus,fruit,,,citrusfruit
2616,16-05-2015,pork,2015,5,16,5,pork,,,,
2539,15-11-2015,citrus fruit,2015,11,15,6,citrus,fruit,,,citrusfruit
2556,28-08-2015,newspapers,2015,8,28,4,newspapers,,,,
3855,18-06-2015,curd,2015,6,18,3,curd,,,,
2089,15-10-2015,whole milk,2015,10,15,3,whole,milk,,,wholemilk
2466,28-08-2015,sausage,2015,8,28,4,sausage,,,,
1211,19-04-2015,uht-milk,2015,4,19,6,uht-milk,,,,
1370,07-05-2015,tropical fruit,2015,5,7,3,tropical,fruit,,,tropicalfruit
3779,10-10-2015,yogurt,2015,10,10,5,yogurt,,,,
3498,31-03-2015,other vegetables,2015,3,31,1,other,vegetables,,,othervegetables
1613,04-06-2015,turkey,2015,6,4,3,turkey,,,,
1176,17-08-2015,pastry,2015,8,17,0,pastry,,,,
4027,29-06-2015,whipped/sour cream,2015,6,29,0,whipped/sour,cream,,,whipped/sourcream
4389,17-12-2015,misc. beverages,2015,12,17,3,misc.,beverages,,,misc.beverages
2578,28-05-2015,brown bread,2015,5,28,3,brown,bread,,,brownbread
1342,19-02-2015,ham,2015,2,19,3,ham,,,,
2210,09-07-2015,sausage,2015,7,9,3,sausage,,,,
4807,04-08-2015,tropical fruit,2015,8,4,1,tropical,fruit,,,tropicalfruit
2799,09-10-2015,citrus fruit,2015,10,9,4,citrus,fruit,,,citrusfruit
2957,27-11-2015,photo/film,2015,11,27,4,photo/film,,,,
3566,14-12-2015,sausage,2015,12,14,0,sausage,,,,
4768,13-03-2015,pork,2015,3,13,4,pork,,,,
4853,10-04-2015,frankfurter,2015,4,10,4,frankfurter,,,,
3791,25-03-2015,brown bread,2015,3,25,2,brown,bread,,,brownbread
3235,14-11-2015,pork,2015,11,14,5,pork,,,,
3866,07-07-2015,chocolate,2015,7,7,1,chocolate,,,,
4385,17-11-2015,frankfurter,2015,11,17,1,frankfurter,,,,
4938,12-10-2015,whole milk,2015,10,12,0,whole,milk,,,wholemilk
1528,15-09-2015,chicken,2015,9,15,1,chicken,,,,
4273,21-03-2015,citrus fruit,2015,3,21,5,citrus,fruit,,,citrusfruit
1329,23-05-2015,hamburger meat,2015,5,23,5,hamburger,meat,,,hamburgermeat
4158,11-11-2015,root vegetables,2015,11,11,2,root,vegetables,,,rootvegetables
1558,04-06-2015,finished products,2015,6,4,3,finished,products,,,finishedproducts
4782,31-05-2015,canned beer,2015,5,31,6,canned,beer,,,cannedbeer
4606,15-05-2015,whole milk,2015,5,15,4,whole,milk,,,wholemilk
3066,05-05-2015,bottled water,2015,5,5,1,bottled,water,,,bottledwater
2299,11-10-2015,turkey,2015,10,11,6,turkey,,,,
3677,09-01-2015,turkey,2015,1,9,4,turkey,,,,
3947,13-06-2015,meat,2015,6,13,5,meat,,,,
2475,23-07-2015,tropical fruit,2015,7,23,3,tropical,fruit,,,tropicalfruit
4677,04-09-2015,detergent,2015,9,4,4,detergent,,,,
